KO	ID	KCLASS	KPATH	EC	NAME
K06121	dhbC	Metabolism	Lipid-metabolism	Glycerolipid-metabolism	4.2.1.30	glycerol dehydratase medium subunit
K06122	K06122	Metabolism	Lipid-metabolism	Glycerolipid-metabolism	4.2.1.30	glycerol dehydratase small subunit
K00086	dhaT	Metabolism	Lipid-metabolism	Glycerolipid-metabolism	1.1.1.202	1,3-propanediol dehydrogenase
K01699	pduC	Metabolism	Lipid-metabolism	Glycerolipid-metabolism	4.2.1.28	propanediol dehydratase large subunit
K13919	pduD	Metabolism	Lipid-metabolism	Glycerolipid-metabolism	4.2.1.28	propanediol dehydratase medium subunit
K13920	pduE	Metabolism	Lipid-metabolism	Glycerolipid-metabolism	4.2.1.28	propanediol dehydratase small subunit
K13921	pduQ	Metabolism	Lipid-metabolism	Glycerolipid-metabolism	NA	1-propanol dehydrogenase
K13922	pduP	Metabolism	Lipid-metabolism	Glycerolipid-metabolism	NA	propionaldehyde dehydrogenase
K00006	GPD1	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	1.1.1.8	glycerol-3-phosphate dehydrogenase (NAD+)
K00057	gpsA	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	1.1.1.94	glycerol-3-phosphate dehydrogenase (NAD(P)+)
K00105	E1.1.3.21	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	1.1.3.21	alpha-glycerophosphate oxidase
K00111	glpA	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	1.1.5.3	glycerol-3-phosphate dehydrogenase
K00112	glpB	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	1.1.5.3	glycerol-3-phosphate dehydrogenase subunit B
K00113	glpC	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	1.1.5.3	glycerol-3-phosphate dehydrogenase subunit C
K00629	GPAT1_2	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.3.1.15	glycerol-3-phosphate O-acyltransferase 1/2
K13506	GPAT3_4	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.3.1.15	glycerol-3-phosphate O-acyltransferase 3/4
K13507	GAT	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.3.1.15	glycerol-3-phosphate O-acyltransferase / dihydroxyacetone phosphate acyltransferase
K00630	ATS1	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.3.1.15	glycerol-3-phosphate O-acyltransferase
K13508	GPAT	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.3.1.15	glycerol-3-phosphate acyltransferase
K00631	plsB	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.3.1.15	glycerol-3-phosphate O-acyltransferase
K03621	plsX	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.3.1.15	glycerol-3-phosphate acyltransferase PlsX
K08591	plsY	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.3.1.15	glycerol-3-phosphate acyltransferase PlsY
K13509	LPAAT	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.3.1.51	lysophosphatidate acyltransferase
K13513	LCLAT1	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	NA	lysocardiolipin and lysophospholipid acyltransferase [EC:2.3.1.- 2.3.1.51]
K13517	MBOAT1_2	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.3.1.51	lysophospholipid acyltransferase 1/2
K13519	LPT1	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.3.1.51	lysophospholipid acyltransferase
K13523	AGPAT3_4	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.3.1.51	lysophosphatidic acid acyltransferase / lysophosphatidylinositol acyltransferase
K00655	plsC	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.3.1.51	1-acyl-sn-glycerol-3-phosphate acyltransferase
K00649	GNPAT	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.3.1.42	glyceronephosphate O-acyltransferase
K06123	AYR1	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	1.1.1.101	1-acylglycerone phosphate reductase
K00980	tagD	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.7.7.39	glycerol-3-phosphate cytidylyltransferase
K01517	ADPRM	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	3.6.1.13	manganese-dependent ADP-ribose/CDP-alcohol diphosphatase
K01080	PPAP2	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	3.1.3.4	phosphatidate phosphatase
K15728	LPIN	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	3.1.3.4	phosphatidate phosphatase LPIN
K00901	E2.7.1.107	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.7.1.107	diacylglycerol kinase (ATP dependent)
K16368	DGK1	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.7.1.174	diacylglycerol kinase (CTP dependent)
K00994	CHPT1	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.7.8.2	diacylglycerol cholinephosphotransferase
K13644	CEPT1	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.7.8.1	choline/ethanolamine phosphotransferase
K01114	plcC	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	3.1.4.3	phospholipase C
K16619	plc	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	3.1.4.3	phospholipase C / alpha-toxin
K01115	PLD1_2	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	3.1.4.4	phospholipase D1/2
K16860	PLD3_4	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	3.1.4.4	phospholipase D3/4
K00650	LCAT	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.3.1.43	lecithin-cholesterol acyltransferase
K01047	PLA2G	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	3.1.1.4	secretory phospholipase A2
K16342	PLA2G4	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	3.1.1.4	cytosolic phospholipase A2
K16343	PLA2G6	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	3.1.1.4	calcium-independent phospholipase A2
K14621	PLB1	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	3.1.1.4	phospholipase B1, membrane-associated
K14674	TGL4	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	3.1.1.3	TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase
K16817	PLA2G16	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	3.1.1.32	HRAS-like suppressor 3
K01058	pldA	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	3.1.1.32	phospholipase A1
K13510	LPCAT1_2	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.3.1.23	lysophosphatidylcholine acyltransferase / lyso-PAF acetyltransferase
K13512	LPCAT4	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.3.1.23	lysophospholipid acyltransferase
K13515	LPCAT3	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.3.1.23	lysophospholipid acyltransferase 5
K16818	K16818	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	3.1.1.32	phospholipase A1
K06128	LYPLA1	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	3.1.1.5	lysophospholipase I
K06129	LYPLA3	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	3.1.1.5	lysophospholipase III
K06130	LYPLA2	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	3.1.1.5	lysophospholipase II
K13333	PLB	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	3.1.1.5	lysophospholipase
K01048	pldB	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	3.1.1.5	lysophospholipase
K14676	NTE	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	3.1.1.5	lysophospholipid hydrolase
K01126	E3.1.4.46	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	3.1.4.46	glycerophosphoryl diester phosphodiesterase
K00623	CHAT	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.3.1.6	choline O-acetyltransferase
K01049	ACHE	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	3.1.1.7	acetylcholinesterase
K00866	CKI1	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.7.1.32	choline kinase
K14156	CHK	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.7.1.32	choline/ethanolamine kinase
K06124	PHOSPHO1	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	3.1.3.75	phosphoethanolamine/phosphocholine phosphatase
K00968	PCYT1	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.7.7.15	choline-phosphate cytidylyltransferase
K00993	EPT1	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.7.8.1	ethanolaminephosphotransferase
K05939	aas	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.3.1.40	acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase / long-chain-fatty-acid--[acyl-carrier-protein] ligase
K00894	ETNK	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.7.1.82	ethanolamine kinase
K00967	PCYT2	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.7.7.14	ethanolamine-phosphate cytidylyltransferase
K05929	E2.1.1.103	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.1.1.103	phosphoethanolamine N-methyltransferase
K04019	eutA	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	NA	ethanolamine utilization protein EutA
K03735	eutB	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	4.3.1.7	ethanolamine ammonia-lyase large subunit
K03736	eutC	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	4.3.1.7	ethanolamine ammonia-lyase small subunit
K00551	PEMT	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.1.1.17	phosphatidylethanolamine N-methyltransferase
K16369	CHO2	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.1.1.17	phosphatidylethanolamine N-methyltransferase
K00550	OPI3	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.1.1.16	methylene-fatty-acyl-phospholipid synthase
K00570	pmtA	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.1.1.17	phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase
K01521	cdh	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	3.6.1.26	CDP-diacylglycerol pyrophosphatase
K00981	E2.7.7.41	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.7.7.41	phosphatidate cytidylyltransferase
K01004	pcs	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.7.8.24	phosphatidylcholine synthase
K00998	pssA	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.7.8.8	phosphatidylserine synthase
K08729	PTDSS1	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	NA	phosphatidylserine synthase 1 [EC:2.7.8.-]
K08730	PTDSS2	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.7.8.29	phosphatidylserine synthase 2
K01613	psd	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	4.1.1.65	phosphatidylserine decarboxylase
K00995	E2.7.8.5	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.7.8.5	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
K01095	pgpA	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	3.1.3.27	phosphatidylglycerophosphatase A
K01096	pgpB	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	3.1.3.27	phosphatidylglycerophosphatase B
K06131	cls	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	NA	cardiolipin synthase [EC:2.7.8.-]
K06132	ybhO	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	NA	putative cardiolipin synthase [EC:2.7.8.-]
K08744	CRLS	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	NA	cardiolipin synthase [EC:2.7.8.-]
K13511	TAZ	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	NA	monolysocardiolipin acyltransferase [EC:2.3.1.-]
K13535	CLD1	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	NA	cardiolipin-specific phospholipase [EC:3.1.1.-]
K13514	LPGAT1	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	NA	lysophosphatidylglycerol acyltransferase 1 [EC:2.3.1.-]
K00999	CDIPT	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	2.7.8.11	CDP-diacylglycerol--inositol 3-phosphatidyltransferase
K13516	MBOAT7	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	NA	lysophospholipid acyltransferase 7 [EC:2.3.1.-]
K13621	BTA1	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	NA	betaine lipid synthase
K13622	btaA	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	NA	S-adenosylmethionine-diacylglycerol 3-amino-3-carboxypropyl transferase
K13623	btaB	Metabolism	Lipid-metabolism	Glycerophospholipid-metabolism	NA	S-adenosylmethionine-diacylgycerolhomoserine-N-methlytransferase
K00803	E2.5.1.26	Metabolism	Lipid-metabolism	Ether-lipid-metabolism	2.5.1.26	alkyldihydroxyacetonephosphate synthase
K06123	AYR1	Metabolism	Lipid-metabolism	Ether-lipid-metabolism	1.1.1.101	1-acylglycerone phosphate reductase
K01080	PPAP2	Metabolism	Lipid-metabolism	Ether-lipid-metabolism	3.1.3.4	phosphatidate phosphatase
K00993	EPT1	Metabolism	Lipid-metabolism	Ether-lipid-metabolism	2.7.8.1	ethanolaminephosphotransferase
K00994	CHPT1	Metabolism	Lipid-metabolism	Ether-lipid-metabolism	2.7.8.2	diacylglycerol cholinephosphotransferase
K13644	CEPT1	Metabolism	Lipid-metabolism	Ether-lipid-metabolism	2.7.8.1	choline/ethanolamine phosphotransferase
K01047	PLA2G	Metabolism	Lipid-metabolism	Ether-lipid-metabolism	3.1.1.4	secretory phospholipase A2
K16342	PLA2G4	Metabolism	Lipid-metabolism	Ether-lipid-metabolism	3.1.1.4	cytosolic phospholipase A2
K16343	PLA2G6	Metabolism	Lipid-metabolism	Ether-lipid-metabolism	3.1.1.4	calcium-independent phospholipase A2
K14621	PLB1	Metabolism	Lipid-metabolism	Ether-lipid-metabolism	3.1.1.4	phospholipase B1, membrane-associated
K14674	TGL4	Metabolism	Lipid-metabolism	Ether-lipid-metabolism	3.1.1.3	TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase
K16817	PLA2G16	Metabolism	Lipid-metabolism	Ether-lipid-metabolism	3.1.1.32	HRAS-like suppressor 3
K01058	pldA	Metabolism	Lipid-metabolism	Ether-lipid-metabolism	3.1.1.32	phospholipase A1
K13512	LPCAT4	Metabolism	Lipid-metabolism	Ether-lipid-metabolism	2.3.1.23	lysophospholipid acyltransferase
K08743	ENPP6	Metabolism	Lipid-metabolism	Ether-lipid-metabolism	NA	ectonucleotide pyrophosphatase/phosphodiesterase family member 6 [EC:3.1.4.-]
K01122	ENPP2	Metabolism	Lipid-metabolism	Ether-lipid-metabolism	3.1.4.39	ectonucleotide pyrophosphatase/phosphodiesterase family member 2
K01114	plcC	Metabolism	Lipid-metabolism	Ether-lipid-metabolism	3.1.4.3	phospholipase C
K16619	plc	Metabolism	Lipid-metabolism	Ether-lipid-metabolism	3.1.4.3	phospholipase C / alpha-toxin
K01115	PLD1_2	Metabolism	Lipid-metabolism	Ether-lipid-metabolism	3.1.4.4	phospholipase D1/2
K16860	PLD3_4	Metabolism	Lipid-metabolism	Ether-lipid-metabolism	3.1.4.4	phospholipase D3/4
K13510	LPCAT1_2	Metabolism	Lipid-metabolism	Ether-lipid-metabolism	2.3.1.23	lysophosphatidylcholine acyltransferase / lyso-PAF acetyltransferase
K13519	LPT1	Metabolism	Lipid-metabolism	Ether-lipid-metabolism	2.3.1.51	lysophospholipid acyltransferase
K16794	PAFAH1B1	Metabolism	Lipid-metabolism	Ether-lipid-metabolism	NA	platelet-activating factor acetylhydrolase IB subunit alpha
K16795	PAFAH1B2_3	Metabolism	Lipid-metabolism	Ether-lipid-metabolism	3.1.1.47	platelet-activating factor acetylhydrolase IB subunit beta/gamma
K01062	PAFAH	Metabolism	Lipid-metabolism	Ether-lipid-metabolism	3.1.1.47	platelet-activating factor acetylhydrolase
K00654	E2.3.1.50	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	2.3.1.50	serine palmitoyltransferase
K04708	E1.1.1.102	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	1.1.1.102	3-dehydrosphinganine reductase
K04709	LAG1	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	2.3.1.24	Acyl-CoA-dependent ceramide synthase
K04710	CERS	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	2.3.1.24	ceramide synthetase
K12348	ASAH1	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	3.5.1.23	acid ceramidase
K12349	ASAH2	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	3.5.1.23	neutral ceramidase
K01441	ACER	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	3.5.1.23	alkaline ceramidase
K04711	YDC1	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	NA	dihydroceramidase [EC:3.5.1.-]
K04712	DEGS	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	NA	sphingolipid delta-4 desaturase [EC:1.14.-.-]
K04713	SUR2	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	1.14.13.169	sphinganine C4-monooxygenase
K05848	YPC1	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	NA	phytoceramidase [EC:3.5.1.-]
K04714	SGMS	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	2.7.8.27	shingomyelin synthase
K12350	SMPD1	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	3.1.4.12	sphingomyelin phosphodiesterase
K12351	SMPD2	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	3.1.4.12	sphingomyelin phosphodiesterase 2
K12352	SMPD3	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	3.1.4.12	sphingomyelin phosphodiesterase 3
K12353	SMPD4	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	3.1.4.12	sphingomyelin phosphodiesterase 4
K12354	ENPP7	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	3.1.4.12	ectonucleotide pyrophosphatase/phosphodiesterase family member 7
K01117	E3.1.4.12	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	3.1.4.12	sphingomyelin phosphodiesterase
K01123	E3.1.4.41	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	3.1.4.41	sphingomyelin phosphodiesterase D
K04715	E2.7.1.138	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	2.7.1.138	ceramide kinase
K01080	PPAP2	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	3.1.3.4	phosphatidate phosphatase
K04716	SGPP1	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	NA	sphingosine-1-phosphate phosphatase 1 [EC:3.1.3.-]
K04717	SGPP2	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	NA	sphingosine-1-phosphate phosphotase 2 [EC:3.1.3.-]
K04718	E2.7.1.91	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	2.7.1.91	sphingosine kinase
K01634	E4.1.2.27	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	4.1.2.27	sphinganine-1-phosphate aldolase
K00720	UGCG	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	2.4.1.80	ceramide glucosyltransferase
K01201	E3.2.1.45	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	3.2.1.45	glucosylceramidase
K07553	B4GALT6	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	2.4.1.274	beta-1,4-galactosyltransferase 6
K01190	lacZ	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	3.2.1.23	beta-galactosidase
K12309	GLB1	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	3.2.1.23	beta-galactosidase
K04628	CGT	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	2.4.1.45	2-hydroxyacylsphingosine 1-beta-galactosyltransferase
K01202	GALC	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	3.2.1.46	galactosylceramidase
K01019	GAL3ST1	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	2.8.2.11	galactosylceramide sulfotransferase
K01130	E3.1.6.1	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	3.1.6.1	arylsulfatase
K01134	ARSA	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	3.1.6.8	arylsulfatase A
K01186	NEU1	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	3.2.1.18	sialidase-1
K12357	NEU2_3_4	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	3.2.1.18	sialidase-2/3/4
K01189	GLA	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	3.2.1.22	alpha-galactosidase
K07406	melA	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	3.2.1.22	alpha-galactosidase
K07407	E3.2.1.22B	Metabolism	Lipid-metabolism	Sphingolipid-metabolism	3.2.1.22	alpha-galactosidase
K01047	PLA2G	Metabolism	Lipid-metabolism	Arachidonic-acid-metabolism	3.1.1.4	secretory phospholipase A2
K16342	PLA2G4	Metabolism	Lipid-metabolism	Arachidonic-acid-metabolism	3.1.1.4	cytosolic phospholipase A2
K16343	PLA2G6	Metabolism	Lipid-metabolism	Arachidonic-acid-metabolism	3.1.1.4	calcium-independent phospholipase A2
K14621	PLB1	Metabolism	Lipid-metabolism	Arachidonic-acid-metabolism	3.1.1.4	phospholipase B1, membrane-associated
K14674	TGL4	Metabolism	Lipid-metabolism	Arachidonic-acid-metabolism	3.1.1.3	TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase
K16817	PLA2G16	Metabolism	Lipid-metabolism	Arachidonic-acid-metabolism	3.1.1.32	HRAS-like suppressor 3
K01058	pldA	Metabolism	Lipid-metabolism	Arachidonic-acid-metabolism	3.1.1.32	phospholipase A1
K00458	ALOX12	Metabolism	Lipid-metabolism	Arachidonic-acid-metabolism	1.13.11.31	arachidonate 12-lipoxygenase
K08021	ALOX12B	Metabolism	Lipid-metabolism	Arachidonic-acid-metabolism	NA	arachidonate 12-lipoxygenase (R-type) [EC:1.13.11.-]
K00460	ALOX15	Metabolism	Lipid-metabolism	Arachidonic-acid-metabolism	1.13.11.33	arachidonate 15-lipoxygenase
K00432	E1.11.1.9	Metabolism	Lipid-metabolism	Arachidonic-acid-metabolism	1.11.1.9	glutathione peroxidase
K07413	CYP2C	Metabolism	Lipid-metabolism	Arachidonic-acid-metabolism	1.14.14.1	cytochrome P450, family 2, subfamily C
K07418	CYP2J	Metabolism	Lipid-metabolism	Arachidonic-acid-metabolism	1.14.14.1	cytochrome P450, family 2, subfamily J
K00461	ALOX5	Metabolism	Lipid-metabolism	Arachidonic-acid-metabolism	1.13.11.34	arachidonate 5-lipoxygenase
K00807	E4.4.1.20	Metabolism	Lipid-metabolism	Arachidonic-acid-metabolism	4.4.1.20	leukotriene-C4 synthase
K00681	ggt	Metabolism	Lipid-metabolism	Arachidonic-acid-metabolism	2.3.2.2	gamma-glutamyltranspeptidase
K01254	E3.3.2.6	Metabolism	Lipid-metabolism	Arachidonic-acid-metabolism	3.3.2.6	leukotriene-A4 hydrolase
K00490	CYP4F	Metabolism	Lipid-metabolism	Arachidonic-acid-metabolism	1.14.13.30	cytochrome P450, family 4, subfamily F (leukotriene-B4 20-monooxygenase)
K00509	PTGS1	Metabolism	Lipid-metabolism	Arachidonic-acid-metabolism	1.14.99.1	prostaglandin-endoperoxide synthase 1
K11987	PTGS2	Metabolism	Lipid-metabolism	Arachidonic-acid-metabolism	1.14.99.1	prostaglandin-endoperoxide synthase 2
K01830	E5.3.99.2	Metabolism	Lipid-metabolism	Arachidonic-acid-metabolism	5.3.99.2	prostaglandin-H2 D-isomerase
K04119	AKR1C3	Metabolism	Lipid-metabolism	Arachidonic-acid-metabolism	1.1.1.64	aldo-keto reductase family 1 member C3
K01831	PTGIS	Metabolism	Lipid-metabolism	Arachidonic-acid-metabolism	5.3.99.4	cytochrome P450, family 8, subfamily A (Prostacyclin synthase)
K01832	TBXAS1	Metabolism	Lipid-metabolism	Arachidonic-acid-metabolism	5.3.99.5	cytochrome P450, family 5, subfamily A (thromboxane-A synthase)
K15729	PTGES	Metabolism	Lipid-metabolism	Arachidonic-acid-metabolism	5.3.99.3	microsomal prostaglandin-E synthase 1
